strain,date,url,clade_membership,current_frequency,mutational_fitness,country,region,division,genbank_accession,host,pango_lineage,S1_mutations,epiweek,emerging_lineage,recency,author,accession,submitting_lab,originating_lab,logistic_growth
OX072505,2022-04-04,,21L (Omicron),,1.35,United Kingdom,Europe,Scotland,OX072505,Homo sapiens,BA.2,25,202214,,Older,? A,,"West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Res","West of Scotland Specialist Virology Centre, NHSGGC / MRC-University of Glasgow Centre for Virus Research",
USA/NY-CDC-LC0571601/2022,2022-03-30,,21L (Omicron),,1.34,USA,North America,New York,ON247911,Homo sapiens,BA.2,26,202213,,Older,Howard et al JC,,CDC-OAMD,Laboratory Corporation of America,
USA/TG1311865/2022,2022-04-05,,21L (Omicron),,1.34,USA,North America,Arizona,ON907438,Homo sapiens,BA.2,25,202214,,One month ago,Van Tassel et al B,,The Translational Genomics Research Institute COVID submission group,Sonora Quest Laboratories - Phoenix,
Liechtenstein/FL-Risch-2222200608/2022,2022-01-28,,21L (Omicron),,1.35,Liechtenstein,Europe,Liechtenstein,OW013524,Homo sapiens,BA.2,25,202204,,Older,? DX,,Dr. Risch,"Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs",
Liechtenstein/FL-Risch-2222200565/2022,2022-01-29,,21L (Omicron),,1.35,Liechtenstein,Europe,Liechtenstein,OW014865,Homo sapiens,BA.2,25,202204,,Older,? DY,,Dr. Risch,"Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs",
OW788274,2022-02-03,,21L (Omicron),,1.35,Germany,Europe,North Rhine Westphalia,OW788274,Homo sapiens,BA.2,25,202205,,Older,? D,,Robert Koch Institute,"Universitätsklinikum Münster Institut für Virologie, Albert-Schweitzer-Campus 1; Domagkstraße 22; 48143 Münster",
Switzerland/BE-SRO-500009_1402/2022,2022-03-12,,21L (Omicron),,1.34,Switzerland,Europe,Bern,OW375068,Homo sapiens,BA.2,25,202210,,Older,? DZ,,SRO,"Spital Langenthal, SRO AG, Labor",
Switzerland/BE-IFIK-7578-4593/2022,2022-03-20,,21L (Omicron),,1.35,Switzerland,Europe,Bern,OW277609,Homo sapiens,BA.2,25,202212,,Older,? EA,,"Institute for Infectious Diseases, University of Bern, Switzerland","Institute for Infectious Diseases, University of Bern, Switzerland",
Switzerland/BS-UHB-43364806/2022,2022-02-24,,21L (Omicron),,1.35,Switzerland,Europe,Basel-Stadt,OW035595,Homo sapiens,BA.2,25,202208,,Older,? EB,,University Hospital Basel,"Clinical Virology, University Hospital Basel, Basel, Switzerland",
Denmark/DCGC-522795/2022,2022-05-24,,21L (Omicron),0,1.34,Denmark,Europe,Midtjylland,OX208148,Homo sapiens,BA.2,26,202221,,3-7 days ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",-16.89
OW620567,2022-04-08,,21L (Omicron),,1.35,Germany,Europe,Baden-Wuerttemberg,OW620567,Homo sapiens,BA.2,25,202214,,Older,? D,,Robert Koch Institute,"MVZ Labor Dr. Limbach & Kollegen GbR, Im Breitspiel 15; 69126 Heidelberg",
USA/NV-CDC-ASC210737667/2022,2022-03-20,,21L (Omicron),,1.35,USA,North America,Nevada,ON144029,Homo sapiens,BA.2,25,202212,,Older,Howard et al JD,,CDC-OAMD,Aegis Sciences Corporation,
Switzerland/ZH-ETHZ-36533565/2022,2022-02-27,,21L (Omicron),,1.35,Switzerland,Europe,Zürich,OW219444,Homo sapiens,BA.2,25,202209,,Older,? EC,,ETH ZURICH D-BSSE,"Viollier AG; Hagmattstrasse 14, 4123 Allschwil",
OW993546,2022-04-04,,21L (Omicron),,1.35,Germany,Europe,Baden-Wuerttemberg,OW993546,Homo sapiens,BA.2,25,202214,,Older,? D,,Robert Koch Institute,"Limbach - MVZ Labor Dr. Volkmann & Kollegen, Gerwigstr. 67; 76131 Karlsruhe",
Denmark/DCGC-400461/2022,2022-02-26,,21L (Omicron),,1.35,Denmark,Europe,Midtjylland,OX004662,Homo sapiens,BA.2,25,202208,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
OW963314,2022-01-29,,21L (Omicron),,1.35,Denmark,Europe,Sjaelland,OW963314,Homo sapiens,BA.2,25,202204,,Older,Danish Covid-19 Genome et al,,,,
OW574208,2022-04-03,,21L (Omicron),,1.35,Slovakia,Europe,Slovakia,OW574208,Homo sapiens,BA.2,25,202214,,Older,? J,,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
Denmark/DCGC-385001/2022,2022-02-17,,21L (Omicron),,1.35,Denmark,Europe,Nordjylland,OX020777,Homo sapiens,BA.2,25,202207,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Denmark/DCGC-464846/2022,2022-03-08,,21L (Omicron),,1.38,Denmark,Europe,Nordjylland,OX137984,Homo sapiens,BA.2,26,202210,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
OW636674,2022-04-06,,21L (Omicron),,1.33,Germany,Europe,Baden-Wuerttemberg,OW636674,Homo sapiens,BA.2,24,202214,,Older,? D,,Robert Koch Institute,"MVZ Labor Dr. Limbach & Kollegen GbR, Im Breitspiel 15; 69126 Heidelberg",
Denmark/DCGC-503263/2022,2022-04-25,,21L (Omicron),,1.39,Denmark,Europe,Syddanmark,OX183869,Homo sapiens,BA.2,26,202217,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
OW642034,2022-04-13,,21L (Omicron),,1.35,Germany,Europe,Bavaria,OW642034,Homo sapiens,BA.2,25,202215,,Older,? D,,Robert Koch Institute,"SYNLAB MVZ Weiden, Zur Kesselschmiede 4; 92637 Weiden in der Oberpfalz",
THA/CONI-3123/2022,2022-04-25,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON911090,Homo sapiens,BA.2,25,202217,,One week ago,Batty et al BF,,,,
Denmark/DCGC-332437/2022,2022-01-19,,21L (Omicron),,1.35,Denmark,Europe,Syddanmark,OW800227,Homo sapiens,BA.2,25,202203,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Liechtenstein/FL-Risch-2241300587/2022,2022-03-07,,21L (Omicron),,1.35,Liechtenstein,Europe,Liechtenstein,OW603572,Homo sapiens,BA.2,25,202210,,Older,? ED,,Dr. Risch,"Dr. Risch Ostschweiz AG, Lagerstrasse 30, 9470 Buchs",
Denmark/DCGC-407048/2022,2022-03-02,,21L (Omicron),,1.35,Denmark,Europe,Nordjylland,OX041063,Homo sapiens,BA.2,25,202209,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Denmark/DCGC-520598/2022,2022-05-09,,21L (Omicron),,1.35,Denmark,Europe,Hovedstaden,OX208550,Homo sapiens,BA.2,26,202219,,3-7 days ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
KEN/SS8374/2022,2022-04-21,,21L (Omicron),,1.35,Kenya,Africa,Kenya,ON603287,Homo sapiens,BA.2,25,202216,,Older,Githinji et al FL,,,,
Denmark/DCGC-412967/2022,2022-03-05,,21L (Omicron),,1.34,Denmark,Europe,Sjaelland,OX047827,Homo sapiens,BA.2,25,202209,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Denmark/DCGC-424136/2022,2022-03-08,,21L (Omicron),,1.34,Denmark,Europe,Hovedstaden,OX059937,Homo sapiens,BA.2,25,202210,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Denmark/DCGC-505818/2022,2022-04-29,,21L (Omicron),,1.35,Denmark,Europe,Hovedstaden,OX191600,Homo sapiens,BA.2,25,202217,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
FRA/IHUCOVID-071613-Miseq2M/2022,2022-03-07,,21L (Omicron),,1.35,France,Europe,Provence-Alpes-Côte d'Azur,ON366177,Homo sapiens,BA.2,25,202210,,Older,Beye et al J,,,,
OW641926,2022-03-25,,21L (Omicron),,1.29,Germany,Europe,Bavaria,OW641926,Homo sapiens,BA.2,24,202212,,Older,? D,,Robert Koch Institute,"Sonic - Labor Staber Bayreuth, Wilhelm-Pitz-StraÃŸe 1; 95448 Bayreuth",
USA/NM-CDC-LC0591296/2022,2022-04-19,,21L (Omicron),,1.35,USA,North America,New Mexico,ON414156,Homo sapiens,BA.2,25,202216,,Older,Howard et al JE,,CDC-OAMD,Laboratory Corporation of America,
OW664944,2022-03-22,,21L (Omicron),,1.32,Germany,Europe,Bavaria,OW664944,Homo sapiens,BA.2,24,202212,,Older,? D,,Robert Koch Institute,"SYNLAB MVZ Weiden, Zur Kesselschmiede 4; 92637 Weiden in der Oberpfalz",
OW662570,2022-03-22,,21L (Omicron),,1.35,Germany,Europe,Saxony,OW662570,Homo sapiens,BA.2,25,202212,,Older,? D,,Robert Koch Institute,"Bioscientia Labor Wermsdorf, Am Fasanenholz 31; 04779 Wermsdorf",
Denmark/DCGC-442168/2022,2022-03-19,,21L (Omicron),,1.35,Denmark,Europe,Hovedstaden,OX155114,Homo sapiens,BA.2,25,202211,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Denmark/DCGC-403009/2022,2022-02-28,,21L (Omicron),,1.35,Denmark,Europe,Sjaelland,OX005958,Homo sapiens,BA.2,25,202209,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
KEN/SS7497/2022,2022-03-18,,21L (Omicron),,1.36,Kenya,Africa,Kenya,ON602903,Homo sapiens,BA.2,25,202211,,Older,Githinji et al FM,,,,
THA/CONI-3198/2022,2022-05-08,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON911162,Homo sapiens,BA.2,25,202219,,One week ago,Batty et al BG,,,,
Denmark/DCGC-506335/2022,2022-04-21,,21L (Omicron),,1.35,Denmark,Europe,Syddanmark,OX193244,Homo sapiens,BA.2,25,202216,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
USA/TX-CDC-QDX36513698/2022,2022-04-29,,21L (Omicron),,1.35,USA,North America,Texas,ON523815,Homo sapiens,BA.2.9,25,202217,,Older,Howard et al JF,,CDC-OAMD,Quest Diagnostics Incorporated,
Denmark/DCGC-487847/2022,2022-04-16,,21L (Omicron),,1.34,Denmark,Europe,Nordjylland,OX176588,Homo sapiens,BA.2,26,202215,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Denmark/DCGC-501650/2022,2022-04-06,,21L (Omicron),,1.35,Denmark,Europe,Nordjylland,OX185903,Homo sapiens,BA.2,25,202214,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
OW808291,2022-04-01,,21L (Omicron),,1.35,Germany,Europe,North Rhine Westphalia,OW808291,Homo sapiens,BA.2,25,202213,,Older,? D,,Robert Koch Institute,"amedes MVZ fÃ¼r Laboratoriumsmedizin Rhein/Ruhr, Willy-Brandt-Platz 4; 45127 Essen",
OW806115,2022-04-01,,21L (Omicron),,1.33,Germany,Europe,Niedersachsen,OW806115,Homo sapiens,BA.2,25,202213,,Older,? D,,Robert Koch Institute,"nordlab - Partnerschaftspraxis für Laboratoriumsmedizin, Falkestraße 10; 31785 Hameln",
OW625646,2022-04-07,,21L (Omicron),,1.38,Germany,Europe,Baden-Wuerttemberg,OW625646,Homo sapiens,BA.2,25,202214,,Older,? D,,Robert Koch Institute,"Limbach - MVZ Labor Dr. Volkmann & Kollegen, Gerwigstr. 67; 76131 Karlsruhe",
FRA/IHUCOVID-071387-Miseq2M/2022,2022-03-07,,21L (Omicron),,1.35,France,Europe,Provence-Alpes-Côte d'Azur,ON366077,Homo sapiens,BA.2,25,202210,,Older,Beye et al K,,,,
Denmark/DCGC-483543/2022,2022-04-12,,21L (Omicron),,1.35,Denmark,Europe,Midtjylland,OX170958,Homo sapiens,BA.2,25,202215,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Denmark/DCGC-504680/2022,2022-04-13,,21L (Omicron),,1.34,Denmark,Europe,Sjaelland,OX185893,Homo sapiens,BA.2,25,202215,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
USA/RI-CDC-LC0671144/2022,2022-05-19,,21L (Omicron),0,1.34,USA,North America,Rhode Island,ON707862,Homo sapiens,BA.2.7,25,202220,,Older,Howard et al JG,,CDC-OAMD,Laboratory Corporation of America,-16.89
USA/IL-CDC-QDX35734967/2022,2022-04-08,,21L (Omicron),,1.35,USA,North America,Illinois,ON362802,Homo sapiens,BA.2.7,25,202214,,Older,Howard et al JH,,CDC-OAMD,Quest Diagnostics Incorporated,
USA/GA-CDC-LC0679677/2022,2022-06-01,,21L (Omicron),0,1.34,USA,North America,Georgia,ON771624,Homo sapiens,BA.2.7,25,202222,,Older,Howard et al JI,,CDC-OAMD,Laboratory Corporation of America,-16.89
USA/VT-Broad-CRSP_ZKCCIXKU4EQLQCY3/2022,2022-03-09,,21L (Omicron),,1.35,USA,North America,Vermont,ON043492,Homo sapiens,BA.2.7,25,202210,,Older,Lemieux et al AE,,Broad Institute Genomic Center for Infectious Diseases,Broad Institute Clinical Research Sequencing Platform,
USA/VA-CDC-QDX37009572/2022,2022-05-15,,21L (Omicron),0,1.36,USA,North America,Virginia,ON691209,Homo sapiens,BA.2.7,25,202220,,Older,Howard et al JJ,,CDC-OAMD,Quest Diagnostics Incorporated,
Switzerland/GE-HUG-37534021/2022,2022-03-21,,21L (Omicron),,1.35,Switzerland,Europe,Geneva,OW385425,Homo sapiens,BA.2,25,202212,,Older,? EE,,HUG,"Laboratoire de virologie, Geneva, Switzerland",
Denmark/DCGC-391298/2022,2022-02-21,,21L (Omicron),,1.35,Denmark,Europe,Midtjylland,OX029563,Homo sapiens,BA.2,25,202208,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Denmark/DCGC-486707/2022,2022-04-06,,21L (Omicron),,1.35,Denmark,Europe,Syddanmark,OX175914,Homo sapiens,BA.2,25,202214,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
THA/CONI-3258/2022,2022-06-03,,21L (Omicron),0,1.35,Thailand,Asia,Bangkok,ON911220,Homo sapiens,BA.2,25,202222,,One week ago,Batty et al BH,,,,-16.89
Denmark/DCGC-458877/2022,2022-03-27,,21L (Omicron),,1.33,Denmark,Europe,Sjaelland,OX143066,Homo sapiens,BA.2,23,202213,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Denmark/DCGC-408171/2022,2022-03-01,,21L (Omicron),,1.33,Denmark,Europe,Sjaelland,OX042731,Homo sapiens,BA.2.9,23,202209,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
NLD/EMC-BA2-1/2022,2022-01-11,,21L (Omicron),,1.36,Netherlands,Europe,Netherlands,ON545852,Homo sapiens,BA.2.9,25,202202,,One week ago,Mykytyn et al C,,,,
OW959311,2022-01-18,,21L (Omicron),,1.33,Denmark,Europe,Sjaelland,OW959311,Homo sapiens,BA.2.9,23,202203,,Older,Danish Covid-19 Genome et al,,,,
Denmark/DCGC-404057/2022,2022-02-28,,21L (Omicron),,1.35,Denmark,Europe,Syddanmark,OW998576,Homo sapiens,BA.2.9,25,202209,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
OW965663,2022-01-30,,21L (Omicron),,1.36,Denmark,Europe,Sjaelland,OW965663,Homo sapiens,BA.2.9,25,202205,,Older,Danish Covid-19 Genome et al,,,,
HOMOSPIENS/BHR/22970232530/2022,2022-06-06,,21L (Omicron),0,1.36,Bahrain,Asia,Bahrain,ON849018,Homo sapiens,BA.2.9,26,202223,,One month ago,Marhoon et al BP,,,,-14.92
FRA/IHUCOVID-071242-Miseq2M/2022,2022-03-10,,21L (Omicron),,1.36,France,Europe,Provence-Alpes-Côte d'Azur,ON365988,Homo sapiens,BA.2.9,25,202210,,Older,Beye et al L,,,,
OW586144,2022-02-25,,21L (Omicron),,1.33,Germany,Europe,Schleswig-Holstein,OW586144,Homo sapiens,BA.2.9,25,202208,,Older,? D,,Robert Koch Institute,"LADR Zentrallabor DR. Kramer & Kollegen Geesthacht, Lauenburger Str. 67; 21502 Geesthacht",
OW993734,2022-01-23,,21L (Omicron),,1.33,Denmark,Europe,Hovedstaden,OW993734,Homo sapiens,BA.2.9,23,202204,,Older,Danish Covid-19 Genome et al,,,,
OW608009,2022-03-11,,21L (Omicron),,1.36,Germany,Europe,North Rhine Westphalia,OW608009,Homo sapiens,BA.2.9,25,202210,,Older,? D,,Robert Koch Institute,"SYNLAB MVZ Leverkusen, ParacelsusstraÃŸe 13; 51375 Leverkusen",
OX004982,2022-04-22,,21L (Omicron),,1.42,Slovakia,Europe,Slovakia,OX004982,Homo sapiens,BA.2.9,27,202216,,Older,? J,,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
Denmark/DCGC-512225/2022,2022-05-04,,21L (Omicron),,1.45,Denmark,Europe,Sjaelland,OX199666,Homo sapiens,BA.2.9,26,202218,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
Switzerland/BE-IFIK-220509_os_66/2022,2022-04-30,,21L (Omicron),,1.33,Switzerland,Europe,Bern,OW957719,Homo sapiens,BA.2.9,25,202217,,Older,? EF,,"Institute for Infectious Diseases, University of Bern, Switzerland","Institute for Infectious Diseases, University of Bern, Switzerland",
OW791051,2022-04-19,,21L (Omicron),,1.34,Slovakia,Europe,Slovakia,OW791051,Homo sapiens,BA.2.9,24,202216,,Older,? J,,"Regional Public Health Authority with the seat in Košice, Slovakia","Regional Public Health Authority with the seat in Košice, Slovakia",
OX049642,2022-05-06,,21L (Omicron),,1.26,Slovakia,Europe,Slovakia,OX049642,Homo sapiens,BA.2.9,21,202218,,Older,? J,,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",
OX211920,2022-06-07,,21L (Omicron),0,1.34,Slovakia,Europe,Slovakia,OX211920,Homo sapiens,BA.2.9,25,202223,,3-7 days ago,? J,,,,-14.92
OW443220,2022-03-26,,21L (Omicron),,1.35,Slovakia,Europe,Slovakia,OW443220,Homo sapiens,BA.2.9,25,202212,,Older,? J,,"Biomedical Centre Martin, Jessenius Faculty of Medicine in Martin, Comenius University","Biomedical Centre Martin, Jessenius Faculty of Medicine in Martin, Comenius University",
USA/NE-CDC-QDX37911008/2022,2022-06-07,,21L (Omicron),0,1.35,USA,North America,Nebraska,ON874060,Homo sapiens,BA.2.9,25,202223,,One month ago,Howard et al JK,,CDC-OAMD,Quest Diagnostics Incorporated,-14.92
OX152091,2022-06-03,,21L (Omicron),0,1.35,Slovakia,Europe,Slovakia,OX152091,Homo sapiens,BA.2.9,26,202222,,One week ago,? J,,"Laboratory of Genomics and Bioinformatics, Comenius University Science Park","Laboratory of Genomics and Bioinformatics, Comenius University Science Park",-14.92
USA/PR-CDC-ASC210722950/2022,2022-04-05,,21L (Omicron),,1.36,USA,North America,Puerto Rico,ON253330,Homo sapiens,BA.2.9,25,202214,,Older,Howard et al JL,,,,
OX211923,2022-06-02,,21L (Omicron),0,1.36,Slovakia,Europe,Slovakia,OX211923,Homo sapiens,BA.2.9,25,202222,,3-7 days ago,? J,,,,-14.92
USA/TN-CDC-QDX36017851/2022,2022-04-16,,21L (Omicron),,1.36,USA,North America,Tennessee,ON418414,Homo sapiens,BA.2.9,25,202215,,Older,Howard et al JM,,CDC-OAMD,Quest Diagnostics Incorporated,
THA/CONI-2998/2022,2022-04-10,,21L (Omicron),,1.36,Thailand,Asia,Bangkok,ON910968,Homo sapiens,BA.2.9,25,202215,,One week ago,Batty et al BI,,,,
THA/CONI-1959/2022,2022-01-24,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON210872,Homo sapiens,BA.2.9,25,202204,,Older,Batty et al BJ,,,,
THA/CONI-2849/2022,2022-02-17,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON910826,Homo sapiens,BA.2.9,25,202207,,One week ago,Batty et al BK,,,,
THA/CONI-2654/2022,2022-03-29,,21L (Omicron),,1.36,Thailand,Asia,Bangkok,ON910766,Homo sapiens,BA.2.9,25,202213,,One week ago,Batty et al BL,,,,
THA/CONI-3234/2022,2022-05-21,,21L (Omicron),0,1.35,Thailand,Asia,Bangkok,ON911196,Homo sapiens,BA.2.9,25,202220,,One week ago,Batty et al BM,,,,-14.92
THA/CONI-3229/2022,2022-05-19,,21L (Omicron),0,1.32,Thailand,Asia,Bangkok,ON911191,Homo sapiens,BA.2.9,25,202220,,One week ago,Batty et al BN,,,,-14.92
THA/CONI-3268/2022,2022-06-20,,21L (Omicron),0,1.42,Thailand,Asia,Bangkok,ON911228,Homo sapiens,BA.2.9,26,202225,,One week ago,Batty et al BO,,,,-14.92
THA/CONI-3184/2022,2022-05-08,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON911149,Homo sapiens,BA.2.9,25,202219,,One week ago,Batty et al BP,,,,
THA/CONI-3075/2022,2022-04-19,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON911043,Homo sapiens,BA.2.9,25,202216,,One week ago,Batty et al BQ,,,,
THA/CONI-3095/2022,2022-04-21,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON911063,Homo sapiens,BA.2.9,25,202216,,One week ago,Batty et al BR,,,,
THA/CONI-3271/2022,2022-06-19,,21L (Omicron),0,1.35,Thailand,Asia,Bangkok,ON911230,Homo sapiens,BA.2.9,26,202225,,One week ago,Batty et al BS,,,,-14.92
THA/CONI-3199/2022,2022-05-08,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON911163,Homo sapiens,BA.2.9,25,202219,,One week ago,Batty et al BT,,,,
THA/CONI-3148/2022,2022-02-22,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON911114,Homo sapiens,BA.2.9,25,202208,,One week ago,Batty et al BU,,,,
USA/OR-CDC-ASC210852805/2022,2022-04-06,,21L (Omicron),,1.35,USA,North America,Oregon,ON253927,Homo sapiens,BA.2.9,25,202214,,Older,Howard et al JN,,CDC-OAMD,Aegis Sciences Corporation,
THA/CONI-2451/2022,2022-03-06,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON910531,Homo sapiens,BA.2.9,25,202210,,One week ago,Batty et al BV,,,,
THA/CONI-2630/2022,2022-03-13,,21L (Omicron),,1.35,Thailand,Asia,Bangkok,ON910742,Homo sapiens,BA.2.9,25,202211,,One week ago,Batty et al BW,,,,
THA/CONI-3249/2022,2022-05-31,,21L (Omicron),0,1.35,Thailand,Asia,Bangkok,ON911211,Homo sapiens,BA.2.9,25,202222,,One week ago,Batty et al BX,,,,-14.92
THA/CONI-3267/2022,2022-06-20,,21L (Omicron),0,1.35,Thailand,Asia,Bangkok,ON911227,Homo sapiens,BA.2.9,25,202225,,One week ago,Batty et al BY,,,,-14.92
Denmark/DCGC-391256/2022,2022-02-20,,21L (Omicron),,1.34,Denmark,Europe,Hovedstaden,OX029832,Homo sapiens,BA.2.9,23,202208,,Older,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
USA/CO-CDC-MMB14916085/2022,2022-04-03,,21L (Omicron),,1.37,USA,North America,Colorado,ON243364,Homo sapiens,BA.2.9,25,202214,,Older,Howard et al JO,,CDC-OAMD,Mako Medical,
Denmark/DCGC-517748/2022,2022-05-14,,21L (Omicron),0,1.37,Denmark,Europe,Midtjylland,OX204666,Homo sapiens,BA.2.9,25,202219,,One week ago,Danish Covid-19 Genome et al,,statens serum institut and the danish covid19 genome consortium (dcgc),"Department of Bacteria, Parasites and Fungi, Statens Serum Institut, Copenhagen, Denmark",
